country,activity,attackdate,victim,group
CH,Not Found,2025-07-29 00:00:00.000000,tissot.com,qilin
MY,Agriculture and Food Production,2025-05-23 00:00:00.000000,Custom Food Ingredients,qilin
UK,Telecommunication,2025-07-18 00:00:00.000000,Tiger Communications,securotrop
ES,Consumer Services,2025-07-29 00:00:00.000000,Druni,akira
US,Not Found,2025-07-29 00:00:00.000000,Hertz Farm Management,akira
US,Business Services,2025-07-29 00:00:00.000000,Mount Vernon Property Management,akira
US,Not Found,2025-07-28 09:07:24.448175,********.org,kawa4096
US,Not Found,2025-07-29 04:46:58.449007,First Baptist Church of Hammond,rhysida
,Manufacturing,2025-07-22 20:30:34.513000,ci-Fabrics,lynx
,Construction,2025-07-28 21:01:48.473000,premiersurfacesinc,lynx
US,Technology,2025-07-28 21:05:13.228763,VIRTUALWEB.US,BrainCipher
US,Not Found,2025-07-28 20:46:20.455205,mortensenlawoffices.com/USA/99GB,kairos
,Not Found,2025-07-27 00:00:00.000000,sou***********.net,J
GT,Telecommunication,2025-07-28 00:00:00.000000,Albavision.tv,global
US,Technology,2025-07-28 19:41:02.255142,Software Design Consulting Group,dragonforce
SG,Not Found,2025-07-28 18:57:24.788405,MGI Singapore PAC,direwolf
PH,Agriculture and Food Production,2025-07-28 18:56:52.095572,W.L. FOODS,direwolf
TR,Not Found,2025-07-28 18:56:22.494375,Acarlar Ltd,direwolf
CA,Energy,2025-07-23 00:00:00.000000,www.barobinson.com,qilin
TR,Construction,2025-07-28 00:00:00.000000,Yapi Teknik Proje,qilin
,Not Found,2025-07-28 15:31:12.390616,Votava Nantz & Johnson,dragonforce
US,Construction,2025-07-23 12:15:08.131611,DA Whitacre Construction,dragonforce
US,Not Found,2025-07-28 00:00:00.000000,Blanco Creek Farms,akira
BR,Technology,2025-07-28 07:48:13.503905,Digitall Evolution,d4rk4rmy
BR,Not Found,2025-07-28 07:47:47.265670,VINHAS E REDENSCHI ADVOGADOS,d4rk4rmy
US,Not Found,2025-07-27 16:20:20.978497,**********.net,kawa4096
ES,Not Found,2025-07-27 21:40:10.000000,CCI Torrevieja,arcusmedia
,Education,2025-07-27 21:40:23.000000,College stjb,arcusmedia
US,Not Found,2025-07-27 04:22:34.652287,**********.com,kawa4096
,Technology,2025-07-26 20:50:51.607531,tele-optics.com,safepay
US,Technology,2025-05-27 00:00:00.000000,appsnw.com,safepay
US,Not Found,2025-07-26 20:47:53.276987,wta-inc.com,safepay
DE,Not Found,2024-01-19 17:55:12.123456,bussepc.com,safepay
US,Healthcare,2025-07-26 19:54:21.471635,swfldermatology.com,safepay
US,Not Found,2025-07-26 19:53:21.390789,havtechpa.com,safepay
DE,Technology,2025-05-19 00:00:00.000000,appagroup.com,safepay
US,Hospitality and Tourism,2025-05-16 00:00:00.000000,briar-group.com,safepay
US,Technology,2025-05-31 00:00:00.000000,teamsignal.com,safepay
MX,Not Found,2025-07-26 00:00:00.000000,CONTRAQI,global
MX,Healthcare,2025-07-26 00:00:00.000000,Cyme Servicios Médicos,global
TH,Hospitality and Tourism,2025-07-26 00:00:00.000000,Dithelm Travel Group,global
GR,Not Found,2025-07-26 00:00:00.000000,Geomaticks Grecia,global
,Healthcare,2025-07-26 00:00:00.000000,Medical Village LIV,global
,Not Found,2025-07-26 00:00:00.000000,MukundRhotindian,global
IT,Not Found,2025-07-26 00:00:00.000000,Rete Toscana Classica,global
IE,Not Found,2025-07-26 00:00:00.000000,RTE,global
US,Manufacturing,2025-07-23 11:14:16.107000,Morrow Equipment,lynx
US,Not Found,2025-07-26 07:47:00.810512,hptc.org,abyss
GB,Not Found,2025-07-25 23:37:47.000000,I.P. One LTD,arcusmedia
US,Financial Services,2025-07-25 23:00:42.352587,Bouey & Black LLP,kairos
ES,Not Found,2025-07-25 19:47:26.130961,jorgefernandez.es,BrainCipher
US,Not Found,2025-07-25 00:00:00.000000,Dunlap Codding,akira
IN,Technology,2025-07-25 00:00:00.000000,Helical Auto Technology (India),akira
US,Not Found,2025-05-31 00:00:00.000000,Astro Industries Inc.,qilin
ES,Manufacturing,2025-07-25 00:00:00.000000,moelco.es,global
,Not Found,2025-07-25 00:00:00.000000,lafavoritaservice.it,global
US,Consumer Services,2025-07-23 00:00:00.000000,Crumbl,everest
GB,Financial Services,2025-07-23 00:00:00.000000,Best Price Financial Services,everest
DE,Manufacturing,2025-07-25 09:04:27.801447,md-labels-gmbh.com,dragonforce
US,Healthcare,2025-07-25 09:06:04.967023,Emerson Chiropractic,dragonforce
KW,Telecommunication,2025-07-25 05:46:32.346282,www.mada.com.kw,kraken
US,Not Found,2025-06-19 00:00:00.000000,teampostop.net,incransom
US,Hospitality and Tourism,2025-07-24 23:03:52.185000,salamanderresort.com,lynx
US,Consumer Services,2025-06-24 00:00:00.000000,seasonsfour.com,incransom
,Not Found,2025-07-24 00:00:00.000000,morgan911.org,qilin
FR,Agriculture and Food Production,2025-05-23 00:00:00.000000,foiegrasespinet,qilin
ES,Hospitality and Tourism,2025-05-19 00:00:00.000000,BALNEARIO DE MONDARIZ,qilin
FR,Business Services,2025-07-24 00:00:00.000000,[Redacted],qilin
US,Not Found,2025-06-12 00:00:00.000000,"Gallon, Takacs & Boissoneault",everest
AT,Not Found,2025-07-23 00:00:00.000000,jaegerndorfer.at,qilin
,Construction,2025-07-24 00:00:00.000000,Donlar Construction,akira
,Not Found,2025-07-24 00:00:00.000000,Testa Heck Testa & White,akira
,Not Found,2025-07-23 00:00:00.000000,Pilipili,akira
US,Financial Services,2025-07-24 09:56:12.262235,New American Funding - Full leak published,everest
AU,Construction,2025-07-21 00:00:00.000000,Metricon Homes,qilin
US,Energy,2025-07-24 01:00:00.000000,www.entecheng.com,incransom
IT,Education,2025-07-24 01:00:00.000000,www.labiennale.org,incransom
CO,Not Found,2025-07-24 01:00:00.000000,www.lincecomercial.com,incransom
BR,Not Found,2025-07-23 08:41:00.000000,Sementes Jotabasso,incransom
UK,Financial Services,2025-07-15 13:56:00.000000,Creditinfo,payoutsking
JP,Not Found,2025-07-23 00:00:00.000000,OKA,akira
DE,Not Found,2025-07-23 00:00:00.000000,Reimo,akira
US,Not Found,2025-07-23 15:12:47.645032,Palm Bay International,nitrogen
DE,Transportation/Logistics,2025-07-21 00:00:00.000000,APL,everest
,Financial Services,2025-07-21 00:00:00.000000,Vantage Finance,everest
GB,Consumer Services,2025-07-21 00:00:00.000000,Watchfinder & Co,everest
SV,Not Found,2025-06-21 00:00:00.000000,DelCampo,qilin
US,Healthcare,2025-07-23 12:20:19.410278,Sanderling Healthcare,sarcoma
,Transportation/Logistics,2025-07-14 00:00:00.000000,Ka Logistics,play
US,Construction,2025-07-23 12:15:08.131611,DA Whitacre Construction,play
,Technology,2025-07-23 11:01:23.236000,https://eagleonline.net/,lynx
TR,Manufacturing,2025-07-17 00:00:00.000000,www.balkankalip.com,qilin
US,Healthcare,2025-05-19 00:00:00.000000,blueridgesl.com,safepay
,Education,2025-05-21 00:00:00.000000,rhschool.org,safepay
US,Technology,2025-05-17 00:00:00.000000,qtmi.net,safepay
,Not Found,2025-06-04 00:00:00.000000,horanbarker.com,safepay
JP,Technology,2025-06-06 00:00:00.000000,naxis.net,safepay
GB,Not Found,2025-06-02 00:00:00.000000,landwwilson.co.uk,safepay
PY,Not Found,2025-06-13 00:00:00.000000,salemma.com.py,safepay
NL,Not Found,2025-07-22 19:20:49.243938,stichtingjohannesbosco.com,safepay
PE,Financial Services,2025-07-22 19:19:55.657360,bisa.com.pe,safepay
US,Technology,2025-07-22 00:00:00.000000,www.reliablecontrols.com,incransom
AR,Not Found,2025-07-14 00:00:00.000000,SOUBEIRAN CHOBET S.R.L.,crypto24
CA,Manufacturing,2025-07-22 00:00:00.000000,Pinnacle Woodwork,akira
US,Not Found,2025-07-22 00:00:00.000000,FasseValves,securotrop
US,Manufacturing,2025-07-21 00:00:00.000000,Bronze Craft,securotrop
JP,Not Found,2025-07-22 14:34:21.800000,Nippn TH,lynx
FR,Not Found,2025-07-22 00:00:00.000000,Sogedis,akira
US,Manufacturing,2025-07-21 00:00:00.000000,Windsor Door,qilin
JP,Not Found,2025-07-22 01:01:00.000000,TOMEI GROUP Inc.,incransom
NL,Healthcare,2025-07-22 12:15:51.241260,Eurofins Scientific (Healthcare),nova
TR,Manufacturing,2025-07-08 00:00:00.000000,http://www.balkankalip.com,qilin
UK,Technology,2025-07-22 09:19:07.115698,www.optyma.co.uk,kraken
CA,Not Found,2025-06-25 00:00:00.000000,VRE Sytems,securotrop
US,Manufacturing,2025-06-11 00:00:00.000000,Titan Trailer Mfg,securotrop
,Construction,2025-06-14 00:00:00.000000,SPG Construction,securotrop
US,Manufacturing,2025-07-03 00:00:00.000000,Nucamp RV,securotrop
US,Manufacturing,2025-06-29 00:00:00.000000,Moser Engineering,securotrop
US,Not Found,2025-06-19 00:00:00.000000,Great Lakes Wholesale Group,securotrop
US,Manufacturing,2025-06-11 00:00:00.000000,Fasse Valves,securotrop
US,Not Found,2025-07-21 00:00:00.000000,BronzeCraft,securotrop
,Not Found,2025-07-19 00:00:00.000000,ARCTICGROUP,qilin
US,Not Found,2025-06-19 06:28:21.899081,icmconv.com,kawa4096
US,Healthcare,2025-06-28 19:49:53.140638,carestlhealth.org,kawa4096
DE,Not Found,2025-06-12 00:00:00.000000,neues-leben.de,incransom
CA,Manufacturing,2025-07-21 22:07:00.000000,asi-group.com,incransom
US,Not Found,2025-07-21 22:23:00.000000,reizenlaw.com,incransom
US,Healthcare,2025-07-20 19:38:45.118670,sbamh.org,kawa4096
US,Technology,2025-07-21 20:24:00.000000,hitachi-tds.com,incransom
US,Technology,2025-06-12 00:00:00.000000,csaas.com,incransom
IE,Not Found,2025-07-18 00:00:00.000000,WIBAIE,qilin
US,Not Found,2025-07-20 00:00:00.000000,nboat.com,incransom
US,Technology,2025-07-21 19:29:00.000000,dtxstudio.com,incransom
US,Not Found,2025-07-21 19:18:00.000000,heartlineoklahoma.org,incransom
US,Healthcare,2025-07-22 00:46:16.000000,Protech Medical,arcusmedia
,Not Found,2025-07-22 00:46:28.000000,SubsCorp,arcusmedia
US,Technology,2025-06-20 00:00:00.000000,iBUYPOWER,lynx
US,Construction,2025-06-06 00:00:00.000000,scaffoldsolutions.com,incransom
US,Not Found,2025-07-21 00:00:00.000000,danielslawgroupllc.com,qilin
US,Manufacturing,2025-06-22 00:00:00.000000,Bronze Craft,qilin
US,Not Found,2025-07-14 17:55:00.000000,Thompson+Hanson,payoutsking
US,Business Services,2025-07-21 00:00:00.000000,chainstoreguide.com,qilin
IT,Not Found,2025-07-15 00:00:00.000000,Studio Associato Callatroni Bianchi,akira
ES,Manufacturing,2025-06-28 00:00:00.000000,DARA Pharma,worldleaks
US,Healthcare,2025-06-16 00:00:00.000000,Coalinga Regional Medical Center,worldleaks
US,Technology,2025-07-02 17:34:41.000000,Somotsoft,worldleaks
US,Technology,2025-07-04 20:23:43.000000,Integrated Silicon Solution Inc.,worldleaks
IN,Energy,2025-06-09 00:00:00.000000,RattanIndia Power,worldleaks
US,Manufacturing,2025-07-04 00:00:00.000000,TCI Doors,worldleaks
DE,Not Found,2025-06-15 00:00:00.000000,Act Legal,worldleaks
GB,Transportation/Logistics,2025-05-30 00:00:00.000000,Plane Business Kayan Aero,worldleaks
US,Manufacturing,2025-05-14 00:00:00.000000,Proactive Engineering Consultants,worldleaks
US,Not Found,2025-07-19 08:36:20.000000,Racine Olson,worldleaks
DE,Technology,2025-06-20 00:00:00.000000,Becker Robotic,worldleaks
US,Healthcare,2025-06-08 00:00:00.000000,"Operation PAR, Inc.",worldleaks
US,Not Found,2025-06-13 00:00:00.000000,NPK,worldleaks
DE,Healthcare,2025-06-24 00:00:00.000000,Scherer Sanitätshaus Gruppe,worldleaks
US,Technology,2025-06-27 00:00:00.000000,Dell Technologies,worldleaks
US,Construction,2025-06-12 00:00:00.000000,Thomas Bennett & Hunter,worldleaks
US,Healthcare,2025-06-13 00:00:00.000000,Kentfield Hospital,worldleaks
GB,Not Found,2025-07-20 15:52:27.000000,DP Systems,worldleaks
GB,Not Found,2025-06-11 00:00:00.000000,McNealy Brown,worldleaks
CH,Healthcare,2025-05-26 00:00:00.000000,InnoMedica,worldleaks
,Not Found,2025-07-21 08:25:09.000000,We will soon be in your hollow regime,handala
TH,Technology,2025-07-21 00:00:00.000000,Krusell,qilin
PT,Not Found,2025-07-20 20:45:07.732745,pt.elis.com,devman
CL,Education,2025-07-20 12:55:47.001572,Universidad Mayor,direwolf
TR,Healthcare,2025-07-20 12:55:19.348306,Anadolu Hastaneleri,direwolf
TR,Not Found,2025-07-20 12:54:52.393708,Pergamon Status Diş Ticaret A Ş,direwolf
SG,Technology,2025-07-20 12:54:23.979159,Akribis Systems,direwolf
AE,Technology,2025-03-31 18:24:38.388288,"TransCore ITS, LLC",crypto24
,Not Found,2025-07-15 16:07:32.190567,Greeniverse,dragonforce
DE,Not Found,2025-07-15 16:16:32.235661,Farben-Zentrum Schlegel,dragonforce
SG,Not Found,2025-07-19 00:45:47.648000,RICHARD MILLE ASIA PTE. LTD & D'LEAGUE PTE. LTD.,lynx
US,Not Found,2025-06-17 00:00:00.000000,erniesinceresco.com,incransom
US,Not Found,2025-07-18 20:46:43.467923,Anderson & Karrenberg,interlock
US,Manufacturing,2025-07-18 20:45:56.349928,CB Quality Machining & Engineering,interlock
US,Public Sector,2025-07-18 20:45:06.442945,"City of Peabody, MA",interlock
CA,Technology,2025-06-30 00:00:00.000000,norpak.com,safepay
GB,Telecommunication,2025-07-18 00:00:00.000000,Tiger Communications,qilin
BR,Not Found,2025-07-18 00:00:00.000000,diasdeprimavera.com.br,cicada3301
BR,Transportation/Logistics,2025-07-18 00:00:00.000000,gatlogistica.com.br,cicada3301
FR,Business Services,2025-07-18 00:00:00.000000,B&M - Expertise - Audit,cicada3301
US,Business Services,2025-07-18 00:00:00.000000,Burnham Nationwide,cicada3301
US,Not Found,2025-07-18 00:00:00.000000,Sensical,cicada3301
CA,Manufacturing,2025-07-18 00:00:00.000000,Polykar,akira
AU,Financial Services,2025-07-18 00:00:00.000000,LeasePLUS,akira
US,Education,2025-07-14 00:00:00.000000,Ritenour School District,qilin
NL,Healthcare,2025-07-18 12:53:31.725114,Eurofins Scientific,nova
,Not Found,2025-07-18 12:28:12.843392,pt.e*i*.com,devman
US,Construction,2025-07-18 00:00:00.000000,Souleret Engineering(LSSE),akira
FR,Healthcare,2025-07-18 10:42:28.807609,Eurofins Healthcare,nova
US,Construction,2025-07-15 16:21:11.252231,Home Solutions of Iowa,dragonforce
,Financial Services,2025-07-16 00:00:00.000000,KEP Credit Union KEP,qilin
SE,Not Found,2025-07-17 00:00:00.000000,Sib-Tryck Holding,akira
GB,Agriculture and Food Production,2025-07-17 00:00:00.000000,Fayrefield Foods,akira
US,Transportation/Logistics,2025-07-17 00:00:00.000000,Multilift Logistic Group,akira
US,Financial Services,2025-07-17 00:00:00.000000,GreenVest,akira
US,Business Services,2025-07-16 00:00:00.000000,Goldberg & Osborne,akira
,Not Found,2025-07-17 11:46:58.860499,Sou ***,crypto24
SG,Not Found,2025-07-17 10:00:00.000000,Wingpoh_SG,incransom
GB,Manufacturing,2025-07-17 10:00:00.000000,"Crompton Lamps, UK",incransom
SE,Not Found,2025-07-17 10:00:00.000000,HTC_Högtryckscenter_Sweden,incransom
BE,Not Found,2025-07-17 10:00:00.000000,Huize Sint-Augustinus_BE,incransom
US,Technology,2025-07-17 10:00:00.000000,Vitec,incransom
CA,Not Found,2025-07-17 10:00:00.000000,Сomet-strip-enterprises-ltd,incransom
AU,Not Found,2025-07-17 10:00:00.000000,TERENCE C RINGLAND & CO PTY LTD,incransom
AU,Not Found,2025-07-17 10:00:00.000000,Secountryvets_AU,incransom
,Business Services,2025-04-09 00:00:00.000000,lawforpersonalinjury.com,qilin
DE,Telecommunication,2025-07-11 00:00:00.000000,Media Broadcast Satellite,qilin
TH,Public Sector,2025-07-17 01:23:32.705361,mol.go.th,devman
US,Education,2025-05-29 00:00:00.000000,ashland.k12.ma.us,safepay
SK,Technology,2025-06-03 00:00:00.000000,divgroup.eu,safepay
IE,Financial Services,2025-05-31 00:00:00.000000,hlb.ie,safepay
MX,Not Found,2025-06-01 00:00:00.000000,palmasdelixcan.com,safepay
IT,Education,2025-05-27 00:00:00.000000,accademia.it,safepay
US,Technology,2025-07-16 21:27:00.066985,GreenLight Biosciences,blackbyte
SE,Not Found,2025-07-16 21:26:55.380037,T2 Group,blackbyte
GB,Not Found,2025-07-16 21:26:31.240733,Ark Consultancy,blackbyte
,Not Found,2025-07-16 21:26:05.559190,Allstarmg,blackbyte
,Not Found,2025-07-16 21:25:39.257761,Helpsonv,blackbyte
,Not Found,2025-07-16 00:00:00.000000,joseantoniorodriguez.com,qilin
,Not Found,2024-12-24 23:05:07.654325,C3 Group,nitrogen
US,Healthcare,2025-06-18,"Artemis Healthcare, Inc",crypto24
AZ,Financial Services,2025-06-18,A-Qroup Sığorta Şirkəti,crypto24
MY,Manufacturing,2025-07-09,Tan Chong Motor Holdings Berhad,crypto24
MY,Transportation/Logistics,2025-07-09,Warisan TC Holdings Berhad,crypto24
IT,Not Found,2025-07-15,Larimart S.P.A,crypto24
,Not Found,2025-07-16 16:26:27.458903,Tra ***,crypto24
US,Not Found,2025-07-13 00:00:00.000000,Morrison Companies,play
,Manufacturing,2025-07-12 00:00:00.000000,IMSSA Manufacturing,play
US,Not Found,2025-07-16 13:25:43.877028,Joni L Janecki & Associates,dragonforce
US,Manufacturing,2025-07-16 13:37:57.315228,Waverly Cabinets,dragonforce
US,Agriculture and Food Production,2025-07-16 13:41:19.390852,Burnett and Son Meat,dragonforce
IT,Agriculture and Food Production,2025-07-16 00:00:00.000000,Acetificio Andrea Milano,akira
US,Not Found,2025-07-16 00:00:00.000000,Title XI,akira
US,Technology,2025-07-16 00:00:00.000000,PEPRO,akira
FR,Consumer Services,2025-07-02 00:00:00.000000,5àSec,dragonforce
,Not Found,2025-07-16 00:00:00.000000,Specialty Components,qilin
,Energy,2025-07-08 00:00:00.000000,ResourceEnergy,qilin
US,Business Services,2025-07-15 22:49:34.514452,Young Adjustment Company,moneymessage
US,Not Found,2025-07-15 00:00:00.000000,Halvorsen Family Law Group,qilin
CA,Business Services,2025-07-15 21:16:38.040941,www.pomerandboccia.com,kraken
US,Financial Services,2025-07-15 21:13:31.756708,New American Funding,everest
US,Manufacturing,2025-07-15 00:00:00.000000,WH Rogers Sheet Metal,qilin
US,Public Sector,2025-07-15 00:00:00.000000,City of Green River,qilin
,Not Found,2025-07-15 05:03:30.012000,Inside One,lynx
DE,Not Found,2025-07-15 16:31:23.134105,Mausolff Immobilien,dragonforce
US,Business Services,2025-07-15 00:00:00.000000,The Paul Wilkinson Law Firm,qilin
US,Not Found,2025-05-15 00:00:00.000000,MEDIALAB,payoutsking
US,Manufacturing,2025-07-15 00:00:00.000000,ProActive Solutions USA,qilin
DE,Business Services,2025-07-15 00:00:00.000000,BAF Management Consulting,akira
,Not Found,2025-07-15 14:52:24.538556,Cardinal Services,rhysida
UK,Not Found,2025-07-15 13:56:00.000000,C****o,payoutsking
KE,Telecommunication,2025-07-15 14:11:36.355000,Adrian Kenya,lynx
IN,Not Found,2025-07-15 14:19:12.012000,Greta Group,lynx
,Not Found,2025-07-09 00:00:00.000000,Victoria Garden,lynx
NA,Public Sector,2025-07-14 00:00:00.000000,Otjiwarongo Municipality,incransom
US,Not Found,2025-07-15 00:00:00.000000,Studioc,akira
EG,Public Sector,2025-07-15 13:24:02.374338,eehc.gov.eg,devman
IT,Not Found,2025-07-15 00:00:00.000000,Mazzoleni,akira
US,Not Found,2025-07-15 00:00:00.000000,The Colgin Companies,akira
US,Consumer Services,2025-07-15 12:41:37.064815,Progressive Auto Group,nitrogen
ES,Consumer Services,2025-05-08 00:00:00.000000,www.marvimundo.com,incransom
CA,Construction,2025-07-15 07:07:00.000000,CF Construction Ltd,incransom
,Not Found,2025-07-15 00:00:00.000000,G*********************y.org,flocker
ES,Not Found,2025-07-14 00:00:00.000000,Сonasa,cicada3301
,Not Found,2025-07-13 00:00:00.000000,VM Racing,qilin
DE,Manufacturing,2025-07-07 19:52:00.000000,Schlemmer Holding GmbH,payoutsking
US,Business Services,2025-05-19 00:00:00.000000,"Culver's Lawn & Landscape, Inc.",qilin
US,Not Found,2025-07-09 11:21:00.000000,G*****,payoutsking
US,Not Found,2025-07-14 17:55:00.000000,T****n,payoutsking
US,Consumer Services,2025-07-14 17:53:15.940759,inspiredbeauty.com,kairos
US,Public Sector,2025-07-14 00:00:00.000000,loraincountyauditor.gov,global
US,Not Found,2025-07-02 00:00:00.000000,Hulberg & Associates,play
US,Construction,2025-07-09 00:00:00.000000,Rockrose Development,play
,Not Found,2025-07-14 13:40:58.528627,McKenzie Commercia,akira
US,Consumer Services,2025-07-14 11:56:26.966495,Belk,dragonforce
US,Consumer Services,2025-07-14 07:36:45.659938,CARSTAR Business Group,sarcoma
CA,Not Found,2025-07-14 01:00:00.000000,www.v4ulogistic.com/ Leaked by www.etornetworks.com,incransom
CA,Not Found,2025-07-14 01:00:00.000000,dwllp.ca/ Leaked by www.etornetworks.com,incransom
CA,Not Found,2025-07-14 01:00:00.000000,lstlaw.ca/ Leaked by www.etornetworks.com,incransom
CA,Transportation/Logistics,2025-07-14 01:00:00.000000,Trilinklogistics Inc / Leacked by www.etornetworks.com/,incransom
DO,Public Sector,2025-07-14 01:01:00.000000,National Institute of Water Resources,incransom
